Year,Sampling_Time,Site,Location,Species,SH_Tide,SH_Temp,Bag,Rep,L,W
2022,6,North,HIOC,M. gigas,No Tide,15,3,7,4.583,2.749
2022,6,North,HIOC,M. gigas,No Tide,15,3,8,4.787,3.438
2022,6,North,HIOC,M. gigas,No Tide,15,3,9,4.347,2.877
2022,6,North,HIOC,M. gigas,No Tide,15,3,10,5.501,2.891
2022,6,North,HIOC,M. gigas,Tide,15,4,2,4.915,2.999
2022,6,North,HIOC,M. gigas,Tide,15,4,3,4.542,3.055
2022,6,North,HIOC,M. gigas,Tide,15,4,4,4.342,2.624
2022,6,North,HIOC,M. gigas,Tide,15,4,5,6.126,3.295
2022,6,North,HIOC,M. gigas,Tide,15,4,6,4.504,2.662
2022,6,North,HIOC,M. gigas,Tide,15,4,7,4.613,3.094
2022,6,North,HIOC,M. gigas,Tide,15,4,8,4.775,3.319
2022,6,North,HIOC,M. gigas,Tide,15,4,9,4.953,2.558
2022,6,North,HIOC,M. gigas,Tide,15,4,10,4.203,3.229
2022,6,North,HIOC,M. gigas,Tide,15,5,1,3.903,3.319
2022,6,North,HIOC,M. gigas,Tide,15,5,2,4.194,3.068
2022,6,North,HIOC,M. gigas,Tide,15,5,3,4.915,3.261
2022,6,North,HIOC,M. gigas,Tide,15,5,4,4.591,3.134
2022,6,North,HIOC,M. gigas,Tide,15,5,5,6.063,3.787
2022,6,North,HIOC,M. gigas,Tide,15,5,6,4.45,2.573
2022,6,North,HIOC,M. gigas,Tide,15,5,7,5.577,2.723
2022,6,North,HIOC,M. gigas,Tide,15,5,8,5.296,2.95
2022,6,North,HIOC,M. gigas,Tide,15,5,9,3.693,2.915
2022,6,North,HIOC,M. gigas,Tide,15,5,10,4.085,2.655
2022,6,North,HIOC,M. gigas,Tide,15,6,1,5.025,3.066
2022,6,North,HIOC,M. gigas,Tide,15,6,2,5.064,3.362
2022,6,North,HIOC,M. gigas,Tide,15,6,3,6.452,2.698
2022,6,North,HIOC,M. gigas,Tide,15,6,4,4.449,2.43
2022,6,North,HIOC,M. gigas,Tide,15,6,5,4.879,3.177
2022,6,North,HIOC,M. gigas,Tide,15,6,6,4.296,2.8
2022,6,North,HIOC,M. gigas,Tide,15,6,7,4.762,2.701
2022,6,North,HIOC,M. gigas,Tide,15,6,8,5.769,3.455
2022,6,North,HIOC,M. gigas,Tide,15,6,9,4.66,2.531
2022,6,North,HIOC,M. gigas,Tide,15,6,10,5.136,3.053
2022,6,North,HIOC,M. gigas,Tide,21,7,1,5.074,2.96
2022,6,North,HIOC,M. gigas,Tide,21,7,2,4.928,3.183
2022,6,North,HIOC,M. gigas,Tide,21,7,3,3.775,2.992
2022,6,North,HIOC,M. gigas,Tide,21,7,4,4.095,2.815
2022,6,North,HIOC,M. gigas,Tide,21,7,5,5.075,3.121
2022,6,North,HIOC,M. gigas,Tide,21,7,6,4.575,3.087
2022,6,North,HIOC,M. gigas,Tide,21,7,7,3.703,3.02
2022,6,North,HIOC,M. gigas,Tide,21,7,8,4.594,2.988
2022,6,North,HIOC,M. gigas,Tide,21,7,9,3.695,2.491
2022,6,North,HIOC,M. gigas,Tide,21,7,10,4.726,2.896
2022,6,North,HIOC,M. gigas,Tide,21,8,1,5.847,2.839
2022,6,North,HIOC,M. gigas,Tide,21,8,2,5.113,2.176
2022,6,North,HIOC,M. gigas,Tide,21,8,3,3.655,2.827
2022,6,North,HIOC,M. gigas,Tide,21,8,4,3.709,2.973
2022,6,North,HIOC,M. gigas,Tide,21,8,5,3.695,2.371
2022,6,North,HIOC,M. gigas,Tide,21,8,6,5.92,2.697
2022,6,North,HIOC,M. gigas,Tide,21,8,7,4.017,3.226
2022,6,North,HIOC,M. gigas,Tide,21,8,8,4.052,2.495
2022,6,North,HIOC,M. gigas,Tide,21,8,9,3.495,3.052
2022,6,North,HIOC,M. gigas,Tide,21,8,10,3.719,2.411
2022,6,North,HIOC,M. gigas,Tide,21,9,1,4.102,2.953
2022,6,North,HIOC,M. gigas,Tide,21,9,2,5.087,4.312
2022,6,North,HIOC,M. gigas,Tide,21,9,3,5.049,2.59
2022,6,North,HIOC,M. gigas,Tide,21,9,4,4.37,2.407
2022,6,North,HIOC,M. gigas,Tide,21,9,5,5.188,2.583
2022,6,North,HIOC,M. gigas,Tide,21,9,6,4.324,3.018
2022,6,North,HIOC,M. gigas,Tide,21,9,7,3.693,2.692
2022,6,North,HIOC,M. gigas,Tide,21,9,8,5.25,2.951
2022,6,North,HIOC,M. gigas,Tide,21,9,9,5.562,2.462
2022,6,North,HIOC,M. gigas,Tide,21,9,10,4.881,4.041
2022,6,North,HIOC,M. gigas,No Tide,21,10,1,4.838,2.595
2022,6,North,HIOC,M. gigas,No Tide,21,10,2,3.662,3.693
2022,6,North,HIOC,M. gigas,No Tide,21,10,3,4.461,3.076
2022,6,North,HIOC,M. gigas,No Tide,21,10,4,3.747,3.135
2022,6,North,HIOC,M. gigas,No Tide,21,10,5,4.375,3.335
2022,6,North,HIOC,M. gigas,No Tide,21,10,6,3.837,3.392
2022,6,North,HIOC,M. gigas,No Tide,21,10,7,5.249,3.364
2022,6,North,HIOC,M. gigas,No Tide,21,10,8,3.72,2.824
2022,6,North,HIOC,M. gigas,No Tide,21,10,9,4.745,3.374
2022,6,North,HIOC,M. gigas,No Tide,21,10,10,4.238,3.428
2022,6,North,HIOC,M. gigas,No Tide,21,11,1,4.1,2.323
2022,6,North,HIOC,M. gigas,No Tide,21,11,2,4.485,2.969
2022,6,North,HIOC,M. gigas,No Tide,21,11,3,4.699,3.362
2022,6,North,HIOC,M. gigas,No Tide,21,11,4,4.928,2.691
2022,6,North,HIOC,M. gigas,No Tide,21,11,5,5,3.125
2022,6,North,HIOC,M. gigas,No Tide,21,11,6,4.499,2.419
2022,6,North,HIOC,M. gigas,No Tide,21,11,7,3.652,3.285
2022,6,North,HIOC,M. gigas,No Tide,21,11,8,4.283,2.839
2022,6,North,HIOC,M. gigas,No Tide,21,11,9,4.195,2.593
2022,6,North,HIOC,M. gigas,No Tide,21,11,10,4.868,2.992
2022,6,North,HIOC,M. gigas,No Tide,21,12,1,5.443,2.592
2022,6,North,HIOC,M. gigas,No Tide,21,12,2,5.841,3.273
2022,6,North,HIOC,M. gigas,No Tide,21,12,3,4.05,2.733
2022,6,North,HIOC,M. gigas,No Tide,21,12,4,5.089,2.849
2022,6,North,HIOC,M. gigas,No Tide,21,12,5,4.851,3.068
2022,6,North,HIOC,M. gigas,No Tide,21,12,6,4.988,3.675
2022,6,North,HIOC,M. gigas,No Tide,21,12,7,4.402,2.907
2022,6,North,HIOC,M. gigas,No Tide,21,12,8,4.336,3.218
2022,6,North,HIOC,M. gigas,No Tide,21,12,9,5.366,3.874
2022,6,North,HIOC,M. gigas,No Tide,21,12,10,5.542,3.555
2022,1,South,TBOC,M. gigas,No Tide,15,25,1,3.257,2.045
2022,1,South,TBOC,M. gigas,No Tide,15,25,2,2.837,1.712
2022,1,South,TBOC,M. gigas,No Tide,15,25,3,2.871,1.973
2022,1,South,TBOC,M. gigas,No Tide,15,25,4,2.958,1.758
2022,1,South,TBOC,M. gigas,No Tide,15,25,5,2.759,2.024
2022,1,South,TBOC,M. gigas,No Tide,15,25,6,3.412,1.893
2022,1,South,TBOC,M. gigas,No Tide,15,25,7,2.942,1.651
2022,1,South,TBOC,M. gigas,No Tide,15,25,8,2.733,2.158
2022,1,South,TBOC,M. gigas,No Tide,15,25,9,2.988,1.893
2022,1,South,TBOC,M. gigas,No Tide,15,25,10,3.346,2.205
2022,1,South,TBOC,M. gigas,No Tide,15,26,1,3.09,2.078
2022,1,South,TBOC,M. gigas,No Tide,15,26,2,3.17,2.264
2022,1,South,TBOC,M. gigas,No Tide,15,26,3,3.316,2.358
2022,1,South,TBOC,M. gigas,No Tide,15,26,4,3.758,2.322
2022,1,South,TBOC,M. gigas,No Tide,15,26,5,3.917,1.959
2022,1,South,TBOC,M. gigas,No Tide,15,26,6,2.988,2.243
2022,1,South,TBOC,M. gigas,No Tide,15,26,7,3.874,2.159
2022,1,South,TBOC,M. gigas,No Tide,15,26,8,3.607,2.484
2022,1,South,TBOC,M. gigas,No Tide,15,26,9,3.62,1.883
2022,1,South,TBOC,M. gigas,No Tide,15,27,1,3.25,2.108
2022,1,South,TBOC,M. gigas,No Tide,15,27,2,3.181,2.509
2022,1,South,TBOC,M. gigas,No Tide,15,27,3,3.108,2.704
2022,1,South,TBOC,M. gigas,No Tide,15,27,4,3.795,2.248
2022,1,South,TBOC,M. gigas,No Tide,15,27,5,3.609,1.905
2022,1,South,TBOC,M. gigas,No Tide,15,27,6,4.012,2.173
2022,1,South,TBOC,M. gigas,No Tide,15,27,7,3.467,2.021
2022,1,South,TBOC,M. gigas,No Tide,15,27,8,3.683,2.352
2022,1,South,TBOC,M. gigas,No Tide,15,27,9,3.252,2.371
2022,1,South,TBOC,M. gigas,No Tide,15,27,10,3.267,2.08
2022,1,South,TBOC,M. gigas,Tide,15,28,2,3.29,2.11
2022,1,South,TBOC,M. gigas,Tide,15,28,3,3.113,2.414
2022,1,South,TBOC,M. gigas,Tide,15,28,4,3.476,1.853
2022,1,South,TBOC,M. gigas,Tide,15,28,5,4.267,3.271
2022,1,South,TBOC,M. gigas,Tide,15,28,6,3.067,2.234
2022,1,South,TBOC,M. gigas,Tide,15,28,7,3.494,2.888
2022,1,South,TBOC,M. gigas,Tide,15,28,8,2.735,2.47
2022,1,South,TBOC,M. gigas,Tide,15,28,9,3.457,2.137
2022,1,South,TBOC,M. gigas,Tide,15,28,10,3.311,2.042
2022,1,South,TBOC,M. gigas,Tide,15,29,1,3.698,2.525
2022,1,South,TBOC,M. gigas,Tide,15,29,2,3.431,2.36
2022,1,South,TBOC,M. gigas,Tide,15,29,3,3.024,2.095
2022,1,South,TBOC,M. gigas,Tide,15,29,4,3.528,2.744
2022,1,South,TBOC,M. gigas,Tide,15,29,5,3.928,2.695
2022,1,South,TBOC,M. gigas,Tide,15,29,6,3.614,2.471
2022,1,South,TBOC,M. gigas,Tide,15,29,7,3.289,1.887
2022,1,South,TBOC,M. gigas,Tide,15,29,8,3.474,2.188
2022,1,South,TBOC,M. gigas,Tide,15,29,9,3.617,2.293
2022,1,South,TBOC,M. gigas,Tide,15,29,10,2.891,1.85
2022,1,South,TBOC,M. gigas,Tide,15,30,1,3.845,2.345
2022,1,South,TBOC,M. gigas,Tide,15,30,2,3.925,2.279
2022,1,South,TBOC,M. gigas,Tide,15,30,3,3.391,2.178
2022,1,South,TBOC,M. gigas,Tide,15,30,4,4.477,2.414
2022,1,South,TBOC,M. gigas,Tide,15,30,5,4.014,2.735
2022,1,South,TBOC,M. gigas,Tide,15,30,6,3.066,1.75
2022,1,South,TBOC,M. gigas,Tide,15,30,7,3.778,2.039
2022,1,South,TBOC,M. gigas,Tide,15,30,8,3.747,2.362
2022,1,South,TBOC,M. gigas,Tide,15,30,9,2.779,2.386
2022,1,South,TBOC,M. gigas,Tide,15,30,10,3.263,2.275
2022,1,South,TBOC,M. gigas,Tide,21,31,1,3.313,2.195
2022,1,South,TBOC,M. gigas,Tide,21,31,2,2.795,1.845
2022,1,South,TBOC,M. gigas,Tide,21,31,3,3.404,2.685
2022,1,South,TBOC,M. gigas,Tide,21,31,4,2.906,2.387
2022,1,South,TBOC,M. gigas,Tide,21,31,5,3.657,2.021
2022,1,South,TBOC,M. gigas,Tide,21,31,6,2.915,2.033
2022,1,South,TBOC,M. gigas,Tide,21,31,7,2.995,2.575
2022,1,South,TBOC,M. gigas,Tide,21,31,8,2.938,1.664
2022,1,South,TBOC,M. gigas,Tide,21,31,9,2.635,2.102
2022,1,South,TBOC,M. gigas,Tide,21,31,10,2.923,2.788
2022,1,South,TBOC,M. gigas,Tide,21,32,1,2.91,2.645
2022,1,South,TBOC,M. gigas,Tide,21,32,2,3.332,2.116
2022,1,South,TBOC,M. gigas,Tide,21,32,3,3.189,2.09
2022,1,South,TBOC,M. gigas,Tide,21,32,4,3.153,2.475
2022,1,South,TBOC,M. gigas,Tide,21,32,5,3.266,2.265
2022,1,South,TBOC,M. gigas,Tide,21,32,6,3.135,2.007
2022,1,South,TBOC,M. gigas,Tide,21,32,7,2.685,1.6
2022,1,South,TBOC,M. gigas,Tide,21,32,8,2.971,1.952
2022,1,South,TBOC,M. gigas,Tide,21,32,9,3.158,1.965
2022,1,South,TBOC,M. gigas,Tide,21,32,10,2.957,1.991
2022,1,South,TBOC,M. gigas,Tide,21,33,1,2.805,1.912
2022,1,South,TBOC,M. gigas,Tide,21,33,2,3.235,1.953
2022,1,South,TBOC,M. gigas,Tide,21,33,3,2.959,2.033
2022,1,South,TBOC,M. gigas,Tide,21,33,4,3.279,2.02
2022,1,South,TBOC,M. gigas,Tide,21,33,5,2.711,1.94
2022,1,South,TBOC,M. gigas,Tide,21,33,6,3.856,2.169
2022,1,South,TBOC,M. gigas,Tide,21,33,7,3.24,2.292
2022,1,South,TBOC,M. gigas,Tide,21,33,8,3.173,1.992
2022,1,South,TBOC,M. gigas,Tide,21,33,9,3.843,1.842
2022,1,South,TBOC,M. gigas,Tide,21,33,10,3.769,2.195
2022,1,South,TBOC,M. gigas,No Tide,21,34,1,3.645,2.677
2022,1,South,TBOC,M. gigas,No Tide,21,34,2,3.468,1.866
2022,1,South,TBOC,M. gigas,No Tide,21,34,3,2.861,1.972
2022,1,South,TBOC,M. gigas,No Tide,21,34,4,2.798,1.906
2022,1,South,TBOC,M. gigas,No Tide,21,34,5,3.419,1.999
2022,1,South,TBOC,M. gigas,No Tide,21,34,6,2.499,1.6
2022,1,South,TBOC,M. gigas,No Tide,21,34,7,3.198,1.999
2022,1,South,TBOC,M. gigas,No Tide,21,34,8,3.185,2.536
2022,1,South,TBOC,M. gigas,No Tide,21,34,9,2.64,2.24
2022,1,South,TBOC,M. gigas,No Tide,21,34,10,3.442,1.804
2022,1,South,TBOC,M. gigas,No Tide,21,35,1,4.336,2.319
2022,1,South,TBOC,M. gigas,No Tide,21,35,2,3.289,2.347
2022,1,South,TBOC,M. gigas,No Tide,21,35,3,3.926,2.159
2022,1,South,TBOC,M. gigas,No Tide,21,35,4,3.782,2.412
2022,1,South,TBOC,M. gigas,No Tide,21,35,5,3.427,2.044
2022,1,South,TBOC,M. gigas,No Tide,21,35,6,3.326,2.053
2022,1,South,TBOC,M. gigas,No Tide,21,35,7,3.121,2.265
2022,1,South,TBOC,M. gigas,No Tide,21,35,8,3.505,2.417
2022,1,South,TBOC,M. gigas,No Tide,21,35,9,2.894,2.205
2022,1,South,TBOC,M. gigas,No Tide,21,35,10,3.123,2.293
2022,1,South,TBOC,M. gigas,No Tide,21,36,1,2.823,2.101
2022,1,South,TBOC,M. gigas,No Tide,21,36,2,3.112,1.777
2022,1,South,TBOC,M. gigas,No Tide,21,36,3,2.892,1.839
2022,1,South,TBOC,M. gigas,No Tide,21,36,4,3.466,2.027
2022,1,South,TBOC,M. gigas,No Tide,21,36,5,3.207,2.053
2022,1,South,TBOC,M. gigas,No Tide,21,36,6,3.815,2.03
2022,1,South,TBOC,M. gigas,No Tide,21,36,7,3.481,2.119
2022,1,South,TBOC,M. gigas,No Tide,21,36,8,3.483,2.001
2022,1,South,TBOC,M. gigas,No Tide,21,36,9,3.255,1.986
2022,1,South,TBOC,M. gigas,No Tide,21,36,10,3.63,1.823
2022,6,South,TBOC,M. gigas,No Tide,15,25,1,4.535,2.931
2022,6,South,TBOC,M. gigas,No Tide,15,25,2,3.257,2.045
2022,6,South,TBOC,M. gigas,No Tide,15,25,3,3.312,2.379
2022,6,South,TBOC,M. gigas,No Tide,15,25,4,3.678,2.244
2022,6,South,TBOC,M. gigas,No Tide,15,25,5,4.047,2.416
2022,6,South,TBOC,M. gigas,No Tide,15,25,6,3.137,2.182
2022,6,South,TBOC,M. gigas,No Tide,15,25,7,4.078,2.644
2022,6,South,TBOC,M. gigas,No Tide,15,25,8,3.925,2.71
2022,6,South,TBOC,M. gigas,No Tide,15,25,9,3.885,3.01
2022,6,South,TBOC,M. gigas,No Tide,15,25,10,3.699,2.236
2022,6,South,TBOC,M. gigas,No Tide,15,26,1,5.07,3.014
2022,6,South,TBOC,M. gigas,No Tide,15,26,2,3.481,2.219
2022,6,South,TBOC,M. gigas,No Tide,15,26,3,5.197,2.916
2022,6,South,TBOC,M. gigas,No Tide,15,26,4,4.384,2.426
2022,6,South,TBOC,M. gigas,No Tide,15,26,5,4.52,2.713
2022,6,South,TBOC,M. gigas,No Tide,15,26,6,4.432,2.907
2022,6,South,TBOC,M. gigas,No Tide,15,26,7,4.851,2.208
2022,6,South,TBOC,M. gigas,No Tide,15,26,8,4.102,2.134
2022,6,South,TBOC,M. gigas,No Tide,15,26,9,5.233,2.275
2022,6,South,TBOC,M. gigas,No Tide,15,27,1,3.017,1.978
2022,6,South,TBOC,M. gigas,No Tide,15,27,2,3.158,1.864
2022,6,South,TBOC,M. gigas,No Tide,15,27,3,4.266,2.587
2022,6,South,TBOC,M. gigas,No Tide,15,27,4,2.892,2.387
2022,6,South,TBOC,M. gigas,No Tide,15,27,5,3.188,2.293
2022,6,South,TBOC,M. gigas,No Tide,15,27,6,3.646,2.28
2022,6,South,TBOC,M. gigas,No Tide,15,27,7,3.707,2
2022,6,South,TBOC,M. gigas,No Tide,15,27,8,4.122,2.559
2022,6,South,TBOC,M. gigas,No Tide,15,27,9,2.56,2.099
2022,6,South,TBOC,M. gigas,No Tide,15,27,10,4.864,2
2022,6,South,TBOC,M. gigas,Tide,15,28,2,3.069,2.188
2022,6,South,TBOC,M. gigas,Tide,15,28,3,4.066,3.094
2022,6,South,TBOC,M. gigas,Tide,15,28,4,5.04,2.82
2022,6,South,TBOC,M. gigas,Tide,15,28,5,4.491,2.586
2022,6,South,TBOC,M. gigas,Tide,15,28,6,4.141,2.249
2022,6,South,TBOC,M. gigas,Tide,15,28,7,4.706,2.759
2022,6,South,TBOC,M. gigas,Tide,15,28,8,3.542,2.061
2022,6,South,TBOC,M. gigas,Tide,15,28,9,4.591,2.505
2022,6,South,TBOC,M. gigas,Tide,15,28,10,4.807,2.496
2022,6,South,TBOC,M. gigas,Tide,15,29,1,4.671,2.409
2022,6,South,TBOC,M. gigas,Tide,15,29,2,4.258,2.65
2022,6,South,TBOC,M. gigas,Tide,15,29,3,3.761,2.18
2022,6,South,TBOC,M. gigas,Tide,15,29,4,3.977,2.689
2022,6,South,TBOC,M. gigas,Tide,15,29,5,3.61,2.916
2022,6,South,TBOC,M. gigas,Tide,15,29,6,3.804,2.32
2022,6,South,TBOC,M. gigas,Tide,15,29,7,4.513,2.481
2022,6,South,TBOC,M. gigas,Tide,15,29,8,3.521,2.558
2022,6,South,TBOC,M. gigas,Tide,15,29,9,3.7,2.396
2022,6,South,TBOC,M. gigas,Tide,15,29,10,3.474,2.32
2022,6,South,TBOC,M. gigas,Tide,15,30,1,3.145,2.202
2022,6,South,TBOC,M. gigas,Tide,15,30,2,3.506,2.442
2022,6,South,TBOC,M. gigas,Tide,15,30,3,3.557,2.107
2022,6,South,TBOC,M. gigas,Tide,15,30,4,4.499,3.107
2022,6,South,TBOC,M. gigas,Tide,15,30,5,4.036,2.704
2022,6,South,TBOC,M. gigas,Tide,15,30,6,4.226,2.962
2022,6,South,TBOC,M. gigas,Tide,15,30,7,4.518,2.825
2022,6,South,TBOC,M. gigas,Tide,15,30,8,3.631,1.928
2022,6,South,TBOC,M. gigas,Tide,15,30,9,3.278,2.483
2022,6,South,TBOC,M. gigas,Tide,15,30,10,3.501,1.779
2022,6,South,TBOC,M. gigas,Tide,21,31,1,4.326,2.568
2022,6,South,TBOC,M. gigas,Tide,21,31,2,3.357,2.342
2022,6,South,TBOC,M. gigas,Tide,21,31,3,4.586,2.697
2022,6,South,TBOC,M. gigas,Tide,21,31,4,5.489,2.665
2022,6,South,TBOC,M. gigas,Tide,21,31,5,3.622,3.049
2022,6,South,TBOC,M. gigas,Tide,21,31,6,4.213,2.513
2022,6,South,TBOC,M. gigas,Tide,21,31,7,4.712,3.261
2022,6,South,TBOC,M. gigas,Tide,21,31,8,3.79,2.14
2022,6,South,TBOC,M. gigas,Tide,21,31,9,3.673,2.693
2022,6,South,TBOC,M. gigas,Tide,21,31,10,3.255,1.833
2022,6,South,TBOC,M. gigas,Tide,21,32,1,3.642,2.4
2022,6,South,TBOC,M. gigas,Tide,21,32,2,3.134,1.851
2022,6,South,TBOC,M. gigas,Tide,21,32,3,3.838,2.881
2022,6,South,TBOC,M. gigas,Tide,21,32,4,3.872,2.065
2022,6,South,TBOC,M. gigas,Tide,21,32,5,3.249,2.503
2022,6,South,TBOC,M. gigas,Tide,21,32,6,4.104,2.528
2022,6,South,TBOC,M. gigas,Tide,21,32,7,4,2.364
2022,6,South,TBOC,M. gigas,Tide,21,32,8,3.466,2.471
2022,6,South,TBOC,M. gigas,Tide,21,32,9,3.224,2.232
2022,6,South,TBOC,M. gigas,Tide,21,32,10,3.517,1.947
2022,6,South,TBOC,M. gigas,Tide,21,33,1,4.081,1.959
2022,6,South,TBOC,M. gigas,Tide,21,33,2,3.982,2.575
2022,6,South,TBOC,M. gigas,Tide,21,33,3,3.226,2.257
2022,6,South,TBOC,M. gigas,Tide,21,33,4,3.861,2.264
2022,6,South,TBOC,M. gigas,Tide,21,33,5,4.167,2.704
2022,6,South,TBOC,M. gigas,Tide,21,33,6,3.392,2.175
2022,6,South,TBOC,M. gigas,Tide,21,33,7,5.614,2.297
2022,6,South,TBOC,M. gigas,Tide,21,33,8,5.286,2.555
2022,6,South,TBOC,M. gigas,Tide,21,33,9,3.657,2.65
2022,6,South,TBOC,M. gigas,Tide,21,33,10,3.87,2.362
2022,6,South,TBOC,M. gigas,No Tide,21,34,1,3.208,2.03
2022,6,South,TBOC,M. gigas,No Tide,21,34,2,4.049,2.315
2022,6,South,TBOC,M. gigas,No Tide,21,34,3,4.126,2.877
2022,6,South,TBOC,M. gigas,No Tide,21,34,4,3.759,2.447
2022,6,South,TBOC,M. gigas,No Tide,21,34,5,4.115,2.114
2022,6,South,TBOC,M. gigas,No Tide,21,34,6,4.136,2.124
2022,6,South,TBOC,M. gigas,No Tide,21,34,7,4.101,2.607
2022,6,South,TBOC,M. gigas,No Tide,21,34,8,3.591,2.252
2022,6,South,TBOC,M. gigas,No Tide,21,34,9,4.459,2.575
2022,6,South,TBOC,M. gigas,No Tide,21,34,10,2.937,1.892
2022,6,South,TBOC,M. gigas,No Tide,21,35,1,3.675,2.768
2022,6,South,TBOC,M. gigas,No Tide,21,35,2,3.877,3.378
2022,6,South,TBOC,M. gigas,No Tide,21,35,3,4.437,2.714
2022,6,South,TBOC,M. gigas,No Tide,21,35,4,4.013,2.122
2022,6,South,TBOC,M. gigas,No Tide,21,35,5,4.397,2.171
2022,6,South,TBOC,M. gigas,No Tide,21,35,6,3.794,2.619
2022,6,South,TBOC,M. gigas,No Tide,21,35,7,3.525,3.041
2022,6,South,TBOC,M. gigas,No Tide,21,35,8,4.537,3.46
2022,6,South,TBOC,M. gigas,No Tide,21,35,9,3.62,2.166
2022,6,South,TBOC,M. gigas,No Tide,21,35,10,4.007,2.633
2022,6,South,TBOC,M. gigas,No Tide,21,36,1,5.004,2.359
2022,6,South,TBOC,M. gigas,No Tide,21,36,2,3.883,2.371
2022,6,South,TBOC,M. gigas,No Tide,21,36,3,4.77,2.86
2022,6,South,TBOC,M. gigas,No Tide,21,36,4,3.927,2.274
2022,6,South,TBOC,M. gigas,No Tide,21,36,5,3.157,2.429
2022,6,South,TBOC,M. gigas,No Tide,21,36,6,4.799,2.244
2022,6,South,TBOC,M. gigas,No Tide,21,36,7,3.692,2.481
2022,6,South,TBOC,M. gigas,No Tide,21,36,8,4.245,2.168
2022,6,South,TBOC,M. gigas,No Tide,21,36,9,3.34,2.009
2022,6,South,TBOC,M. gigas,No Tide,21,36,10,4.231,2.374
